epoch,train,valid,test,best_train,best_valid,best_test
26,0.6489604807669117,0.6692997813224792,0.6759771108627319,"(0.6489604807669117, 26)","(0.668890655040741, 25)","(0.6613941788673401, 1)"
27,0.6488749766679404,0.6761776804924011,0.6828022599220276,"(0.6488749766679404, 27)","(0.668890655040741, 25)","(0.6613941788673401, 1)"
28,0.6487090203069872,0.6662379503250122,0.6760870814323425,"(0.6487090203069872, 28)","(0.6662379503250122, 28)","(0.6613941788673401, 1)"
29,0.6409697197549354,0.6682985424995422,0.6818777918815613,"(0.6409697197549354, 29)","(0.6662379503250122, 28)","(0.6613941788673401, 1)"
30,0.6390230721592354,0.666865885257721,0.6823796629905701,"(0.6390230721592354, 30)","(0.6662379503250122, 28)","(0.6613941788673401, 1)"
31,0.6359837868246615,0.6650221347808838,0.6803210377693176,"(0.6359837868246615, 31)","(0.6650221347808838, 31)","(0.6613941788673401, 1)"
32,0.6379619672001782,0.6585159301757812,0.6740500926971436,"(0.6359837868246615, 31)","(0.6585159301757812, 32)","(0.6613941788673401, 1)"
33,0.6364725586456088,0.658695638179779,0.6738884449005127,"(0.6359837868246615, 31)","(0.6585159301757812, 32)","(0.6613941788673401, 1)"
34,0.6288088843020426,0.6555860042572021,0.6773095726966858,"(0.6288088843020426, 34)","(0.6555860042572021, 34)","(0.6613941788673401, 1)"
35,0.6258150362474029,0.6664110422134399,0.6856270432472229,"(0.6258150362474029, 35)","(0.6555860042572021, 34)","(0.6613941788673401, 1)"
36,0.6300570195721041,0.6582346558570862,0.6848484873771667,"(0.6258150362474029, 35)","(0.6555860042572021, 34)","(0.6613941788673401, 1)"
37,0.61288104930781,0.6515975594520569,0.6815305948257446,"(0.61288104930781, 37)","(0.6515975594520569, 37)","(0.6613941788673401, 1)"
38,0.6114587127338357,0.6502053141593933,0.685384213924408,"(0.6114587127338357, 38)","(0.6502053141593933, 38)","(0.6613941788673401, 1)"
39,0.604081654740918,0.64254230260849,0.6743815541267395,"(0.604081654740918, 39)","(0.64254230260849, 39)","(0.6613941788673401, 1)"
40,0.6001338365440545,0.6375412940979004,0.6770201325416565,"(0.6001338365440545, 40)","(0.6375412940979004, 40)","(0.6613941788673401, 1)"
41,0.5822038936175509,0.6416006088256836,0.6875460147857666,"(0.5822038936175509, 41)","(0.6375412940979004, 40)","(0.6613941788673401, 1)"
42,0.5880477085091551,0.6426764726638794,0.6665387153625488,"(0.5822038936175509, 41)","(0.6375412940979004, 40)","(0.6613941788673401, 1)"
43,0.5719595054327618,0.6256735920906067,0.6652528047561646,"(0.5719595054327618, 43)","(0.6256735920906067, 43)","(0.6613941788673401, 1)"
44,0.5734005187238965,0.6172785758972168,0.6577793955802917,"(0.5719595054327618, 43)","(0.6172785758972168, 44)","(0.6577793955802917, 44)"
45,0.5593756563652496,0.6175811290740967,0.6562818288803101,"(0.5593756563652496, 45)","(0.6172785758972168, 44)","(0.6562818288803101, 45)"
46,0.5523849478515063,0.613056480884552,0.6662702560424805,"(0.5523849478515063, 46)","(0.613056480884552, 46)","(0.6562818288803101, 45)"
47,0.5525787849030737,0.5846537947654724,0.648475170135498,"(0.5523849478515063, 46)","(0.5846537947654724, 47)","(0.648475170135498, 47)"
48,0.5438931559637394,0.6117324829101562,0.6565025448799133,"(0.5438931559637394, 48)","(0.5846537947654724, 47)","(0.648475170135498, 47)"
49,0.5309183350356493,0.6122618913650513,0.6361607909202576,"(0.5309183350356493, 49)","(0.5846537947654724, 47)","(0.6361607909202576, 49)"
50,0.5119552881486954,0.6153543591499329,0.655568540096283,"(0.5119552881486954, 50)","(0.5846537947654724, 47)","(0.6361607909202576, 49)"
51,0.5353897487238255,0.6147034168243408,0.6707351803779602,"(0.5119552881486954, 50)","(0.5846537947654724, 47)","(0.6361607909202576, 49)"
52,0.4986324457940967,0.599228024482727,0.6375823020935059,"(0.4986324457940967, 52)","(0.5846537947654724, 47)","(0.6361607909202576, 49)"
53,0.49685357078429193,0.5854228138923645,0.6491551399230957,"(0.49685357078429193, 53)","(0.5846537947654724, 47)","(0.6361607909202576, 49)"
54,0.5172548200677617,0.5886904001235962,0.6622466444969177,"(0.49685357078429193, 53)","(0.5846537947654724, 47)","(0.6361607909202576, 49)"
55,0.49307427167343104,0.6134026646614075,0.604640007019043,"(0.49307427167343104, 55)","(0.5846537947654724, 47)","(0.604640007019043, 55)"
56,0.4755760656523814,0.5754445195198059,0.5980955362319946,"(0.4755760656523814, 56)","(0.5754445195198059, 56)","(0.5980955362319946, 56)"
57,0.46515189090417486,0.5533902049064636,0.6101112365722656,"(0.46515189090417486, 57)","(0.5533902049064636, 57)","(0.5980955362319946, 56)"
58,0.46465637332283405,0.548920750617981,0.6185317039489746,"(0.46465637332283405, 58)","(0.548920750617981, 58)","(0.5980955362319946, 56)"
59,0.4604301199934999,0.5436570048332214,0.586815595626831,"(0.4604301199934999, 59)","(0.5436570048332214, 59)","(0.586815595626831, 59)"
60,0.45844740554484353,0.5078190565109253,0.5878171324729919,"(0.45844740554484353, 60)","(0.5078190565109253, 60)","(0.586815595626831, 59)"
61,0.45144994536303157,0.5288622379302979,0.6009839773178101,"(0.45144994536303157, 61)","(0.5078190565109253, 60)","(0.586815595626831, 59)"
62,0.448255599163095,0.5131815671920776,0.5878689885139465,"(0.448255599163095, 62)","(0.5078190565109253, 60)","(0.586815595626831, 59)"
63,0.4493536064701696,0.5172680616378784,0.5926381945610046,"(0.448255599163095, 62)","(0.5078190565109253, 60)","(0.586815595626831, 59)"
64,0.4476029431916267,0.5398914217948914,0.5975306630134583,"(0.4476029431916267, 64)","(0.5078190565109253, 60)","(0.586815595626831, 59)"
65,0.4397770106655112,0.558283805847168,0.5992270708084106,"(0.4397770106655112, 65)","(0.5078190565109253, 60)","(0.586815595626831, 59)"
66,0.4314065650448821,0.5122925639152527,0.6159566044807434,"(0.4314065650448821, 66)","(0.5078190565109253, 60)","(0.586815595626831, 59)"
67,0.4284292545324097,0.5054811835289001,0.5874751210212708,"(0.4284292545324097, 67)","(0.5054811835289001, 67)","(0.586815595626831, 59)"
68,0.4236980694504927,0.508565366268158,0.6075680255889893,"(0.4236980694504927, 68)","(0.5054811835289001, 67)","(0.586815595626831, 59)"
69,0.454025584706513,0.5668350458145142,0.6199873685836792,"(0.4236980694504927, 68)","(0.5054811835289001, 67)","(0.586815595626831, 59)"
70,0.4232173726855335,0.4947647452354431,0.6143786907196045,"(0.4232173726855335, 70)","(0.4947647452354431, 70)","(0.586815595626831, 59)"
71,0.42844463658222953,0.5100880265235901,0.5874826908111572,"(0.4232173726855335, 70)","(0.4947647452354431, 70)","(0.586815595626831, 59)"
72,0.4405155102228789,0.4843289852142334,0.5843401551246643,"(0.4232173726855335, 70)","(0.4843289852142334, 72)","(0.5843401551246643, 72)"
73,0.43279044172181513,0.5212014317512512,0.5914915800094604,"(0.4232173726855335, 70)","(0.4843289852142334, 72)","(0.5843401551246643, 72)"
74,0.4169811707114466,0.5314492583274841,0.5971715450286865,"(0.4169811707114466, 74)","(0.4843289852142334, 72)","(0.5843401551246643, 72)"
75,0.41634378098123087,0.49698424339294434,0.6147410273551941,"(0.41634378098123087, 75)","(0.4843289852142334, 72)","(0.5843401551246643, 72)"
76,0.41755566660804067,0.5122852325439453,0.6064413189888,"(0.41634378098123087, 75)","(0.4843289852142334, 72)","(0.5843401551246643, 72)"
77,0.40581653527175143,0.5002822279930115,0.6080924272537231,"(0.40581653527175143, 77)","(0.4843289852142334, 72)","(0.5843401551246643, 72)"
78,0.40949431762167937,0.5403193235397339,0.5748737454414368,"(0.40581653527175143, 77)","(0.4843289852142334, 72)","(0.5748737454414368, 78)"
79,0.3978698962284381,0.5638357400894165,0.5849337577819824,"(0.3978698962284381, 79)","(0.4843289852142334, 72)","(0.5748737454414368, 78)"
80,0.3975468700245229,0.5338463187217712,0.6107237935066223,"(0.3975468700245229, 80)","(0.4843289852142334, 72)","(0.5748737454414368, 78)"
81,0.40862657067962505,0.5061010718345642,0.6301907300949097,"(0.3975468700245229, 80)","(0.4843289852142334, 72)","(0.5748737454414368, 78)"
